Age,Income,Education_Level,Travel_Frequency,Vacation_Budget,Proximity_to_Mountains,Proximity_to_Beaches,Pets,Environmental_Concerns,Preference,Gender_1,Gender_2,Preferred_Activities_1,Preferred_Activities_2,Preferred_Activities_3,Location_1,Location_2,Favorite_Season_1,Favorite_Season_2,Favorite_Season_3
62,35143,0,4,4761,136,57,0,1,0,0,0,0,0,1,1,0,1,0,0
68,53484,1,3,4068,25,108,1,1,1,1,0,1,0,0,0,0,1,0,0
22,100568,0,1,664,158,239,0,1,0,0,1,0,1,0,0,1,0,1,0
65,105141,2,3,4123,58,166,0,1,1,0,1,0,0,0,0,0,0,1,0
27,33946,3,3,1518,259,248,0,1,0,0,0,0,0,1,0,1,0,0,1
49,32945,1,8,3154,223,39,0,0,0,0,0,0,0,1,1,0,0,1,0
29,99776,0,6,1038,286,30,1,0,0,1,0,0,1,0,0,0,1,0,0
69,109594,0,7,4138,79,191,1,1,1,0,1,1,0,0,0,1,0,0,0
30,107162,3,0,1257,197,263,1,0,0,1,0,0,0,1,0,0,0,0,0
38,35946,0,6,3797,143,284,1,0,0,0,0,0,1,0,1,0,0,1,0
65,84006,1,1,2573,145,188,1,0,1,0,0,0,0,0,1,0,0,0,0
50,67092,1,7,1471,144,185,0,0,0,0,0,0,0,1,1,0,0,0,0
58,80967,3,4,3657,149,187,0,1,1,0,1,1,0,0,1,0,0,0,0
65,54539,3,3,4489,182,261,0,1,1,0,1,0,0,0,0,1,0,0,1
68,46733,1,8,2004,42,244,1,0,0,0,0,0,0,1,0,1,0,0,0
64,31612,2,4,3008,209,42,1,0,0,0,1,0,0,1,0,1,1,0,0
67,48838,0,0,3030,239,260,0,0,0,0,0,0,0,1,0,0,0,1,0
49,41053,0,4,504,135,157,1,0,0,0,1,0,1,0,1,0,1,0,0
29,30110,0,6,3061,242,81,0,0,0,0,1,0,1,0,0,1,0,0,0
63,101880,1,9,1537,52,251,0,0,0,0,0,0,0,1,0,1,0,0,1
52,20345,1,8,4548,87,45,0,1,0,0,1,0,0,1,1,0,1,0,0
53,61451,2,4,879,9,290,1,0,0,0,0,0,1,0,0,0,0,1,0
55,116892,0,4,4914,265,297,1,1,1,1,0,1,0,0,0,0,0,0,0
65,81053,0,2,1106,290,130,1,0,0,0,1,0,0,0,1,0,0,0,1
45,30062,3,4,3992,46,98,1,0,1,1,0,0,0,0,0,1,0,0,1
30,60220,3,4,1700,6,235,0,0,0,0,0,0,0,1,0,1,0,1,0
29,97592,3,3,2803,147,117,1,1,0,0,0,0,1,0,1,0,0,0,0
39,63769,1,5,3403,262,110,1,0,0,0,1,0,1,0,0,0,0,0,0
61,72293,2,8,976,21,101,0,1,1,0,1,0,0,0,0,0,0,0,0
19,96275,1,2,2310,235,231,1,0,0,0,1,0,1,0,0,0,0,1,0
46,80442,3,2,3816,188,100,1,1,0,0,0,0,1,0,0,1,0,1,0
30,78947,2,9,3626,137,17,0,1,0,0,1,0,0,1,0,1,0,1,0
52,93067,3,5,4264,64,7,0,1,0,1,0,0,1,0,0,0,1,0,0
30,115992,1,4,4870,25,264,0,1,1,0,1,0,0,0,0,0,1,0,0
51,67530,3,7,577,5,176,0,1,0,0,0,0,1,0,1,0,0,0,0
36,46916,1,7,2303,288,56,1,1,0,1,0,0,1,0,1,0,0,0,1
26,114385,2,8,4489,118,29,0,0,0,1,0,1,0,0,0,1,0,0,1
69,75835,1,9,1120,52,7,0,0,0,0,1,1,0,0,0,1,1,0,0
48,91636,3,7,1432,27,208,0,0,0,0,0,0,0,1,0,1,0,1,0
50,23650,2,4,800,285,212,0,1,0,0,0,0,1,0,0,0,1,0,0
44,116016,2,6,670,160,185,1,1,0,0,1,0,1,0,0,0,0,0,1
62,82046,0,7,4619,11,206,1,0,1,0,0,0,0,0,0,0,1,0,0
19,73949,2,4,4387,119,295,0,0,1,0,1,0,0,0,1,0,0,1,0
32,23672,1,2,3348,263,202,1,1,0,0,0,0,1,0,0,1,0,1,0
36,63489,3,7,3395,148,261,1,1,1,1,0,0,0,0,1,0,0,1,0
48,114766,2,6,3800,162,45,1,1,0,0,1,0,0,0,0,1,0,0,0
33,68048,2,8,2817,263,139,1,1,0,0,0,0,0,0,0,1,0,1,0
60,32513,2,4,2483,207,109,1,1,0,0,0,0,1,0,1,0,0,1,0
32,103734,2,6,1822,281,252,0,1,0,0,1,0,0,0,0,0,0,1,0
23,82283,0,3,3188,242,69,1,1,0,1,0,1,0,0,0,1,0,0,1
31,81296,3,0,1980,147,206,0,1,1,0,0,0,0,0,1,0,0,0,1
44,63991,2,2,2994,186,1,1,0,0,0,1,1,0,0,1,0,0,0,0
55,111856,2,9,4844,80,96,1,0,1,1,0,1,0,0,1,0,0,0,0
36,33636,1,3,1605,180,279,1,0,1,0,0,0,0,0,0,0,0,0,1
54,61801,0,8,992,140,111,1,1,0,0,0,0,0,1,1,0,0,0,1
60,52078,1,3,3650,283,226,1,0,0,0,0,0,0,1,1,0,0,1,0
21,84717,1,7,1397,9,260,1,0,0,0,1,0,0,1,1,0,0,0,1
43,55052,1,3,2704,196,54,0,1,0,0,1,1,0,0,0,0,1,0,0
26,52294,0,6,4755,236,228,0,1,0,0,1,0,0,1,1,0,0,0,0
58,61238,2,7,4272,170,164,1,0,0,1,0,0,1,0,1,0,0,1,0
66,81872,3,5,4398,232,40,0,1,0,0,0,0,0,0,1,0,1,0,0
57,70111,1,9,2660,192,122,0,0,0,0,0,0,0,0,0,1,0,1,0
32,37046,0,1,2963,9,49,1,1,0,1,0,0,1,0,0,0,0,0,0
58,39983,2,8,3516,68,239,0,1,1,1,0,0,0,0,1,0,0,0,0
54,100800,0,3,4891,266,127,0,0,0,0,1,0,0,0,1,0,0,1,0
21,106066,2,5,654,233,249,1,1,0,0,0,0,1,0,0,1,1,0,0
43,109649,2,8,2499,68,144,0,1,1,1,0,0,0,0,0,0,0,0,0
69,22383,2,0,884,267,37,1,1,0,1,0,1,0,0,0,0,1,0,0
35,72289,2,3,4426,250,74,0,0,0,1,0,0,1,0,1,0,0,0,1
58,52157,3,3,1745,36,202,1,0,0,0,1,0,1,0,1,0,0,0,0
52,91265,3,4,4857,168,245,0,0,1,0,1,0,0,0,1,0,0,0,0
58,40967,2,3,4639,47,12,1,1,0,0,0,1,0,0,1,0,0,0,0
58,66114,2,1,1372,36,255,1,1,1,0,1,1,0,0,1,0,0,1,0
46,52243,2,8,1966,122,183,0,1,1,0,0,0,0,0,1,0,0,0,1
41,94363,2,3,2806,162,91,1,0,0,0,1,1,0,0,1,0,0,0,1
21,56282,1,9,2559,28,79,1,0,1,0,1,0,0,0,0,1,0,0,0
38,109212,0,0,3932,177,242,1,0,0,0,1,0,1,0,1,0,1,0,0
56,114319,2,9,2696,175,105,1,1,0,1,0,0,0,1,0,0,0,0,1
24,99011,2,6,3858,194,79,0,0,0,0,1,0,0,0,0,0,0,1,0
40,86229,3,1,3128,110,89,1,0,0,0,0,0,1,0,0,0,0,1,0
57,92483,2,8,3633,178,69,0,1,0,0,1,0,0,1,0,0,0,0,0
38,36956,2,2,4680,72,281,1,0,0,1,0,0,1,0,0,1,0,0,0
18,92608,0,8,1215,52,65,0,0,1,1,0,0,0,0,0,1,0,0,1
58,81632,0,1,797,165,53,0,0,0,0,0,0,1,0,1,0,1,0,0
42,48256,0,5,3858,84,196,0,0,0,0,0,0,0,1,0,0,0,1,0
48,65441,1,8,3367,166,170,1,0,1,1,0,1,0,0,0,0,0,1,0
61,42539,0,8,1321,159,132,0,0,0,0,1,1,0,0,0,0,0,0,0
55,36002,1,2,4748,177,199,0,0,0,0,0,0,0,1,1,0,0,1,0
62,92326,3,9,2359,265,25,0,0,0,0,0,1,0,0,0,1,1,0,0
22,37324,0,0,4815,30,243,1,0,1,0,1,1,0,0,1,0,0,0,0
48,58918,1,6,4498,48,231,1,1,0,0,1,0,0,1,0,0,0,0,0
68,48784,2,3,2554,169,211,1,1,1,0,1,1,0,0,1,0,0,0,0
18,110127,2,8,1763,275,163,0,1,0,1,0,0,1,0,0,1,0,0,1
47,75482,1,8,4335,23,114,1,1,1,1,0,0,0,0,0,1,0,0,0
35,25599,3,1,4748,282,16,0,0,0,0,1,0,1,0,0,1,1,0,0
25,103099,1,6,1964,2,87,1,0,0,0,0,0,1,0,1,0,0,0,1
43,43234,0,7,1287,0,146,0,0,0,0,0,0,1,0,0,1,0,1,0
57,67011,3,0,4656,79,38,1,1,0,1,0,0,0,0,1,0,0,0,0
32,113819,1,4,1435,38,126,0,0,1,1,0,1,0,0,0,1,1,0,0
36,29775,0,4,1216,249,237,0,1,0,0,0,0,0,1,0,1,1,0,0
27,38160,2,9,4530,88,264,0,0,1,1,0,0,0,0,0,0,0,0,0
41,55060,1,1,3255,260,207,0,0,0,1,0,0,1,0,1,0,1,0,0
33,46471,2,8,2253,209,229,0,1,0,0,0,0,1,0,0,1,1,0,0
60,44815,1,9,3083,146,65,0,0,0,0,1,0,1,0,0,1,0,0,0
48,67805,2,2,4469,142,146,1,0,1,0,0,1,0,0,0,0,0,0,0
61,61797,2,3,3159,75,147,1,1,1,1,0,1,0,0,1,0,1,0,0
33,98664,2,4,3957,182,255,1,0,1,0,1,0,0,0,1,0,0,0,1
33,53635,1,3,4949,205,265,1,1,0,0,1,0,1,0,0,0,0,0,1
45,97672,2,5,2653,25,94,1,0,0,0,0,0,0,1,1,0,1,0,0
37,27755,2,0,2594,6,12,1,0,0,0,1,0,0,1,0,1,0,1,0
52,38245,3,5,3911,145,103,0,1,0,0,1,1,0,0,0,0,0,1,0
26,74189,2,4,920,275,143,1,1,0,0,0,0,1,0,1,0,0,1,0
57,78699,0,9,4796,260,213,0,0,0,0,1,1,0,0,0,0,0,0,1
27,22445,0,2,3818,230,266,0,0,0,0,1,0,1,0,0,1,0,1,0
62,110177,3,8,4719,262,237,0,1,0,0,0,0,0,1,0,1,0,0,0
35,95729,0,9,2477,153,53,1,0,0,0,0,0,0,1,0,0,0,0,1
62,22621,3,2,1201,189,218,0,1,0,1,0,0,0,1,1,0,0,0,0
62,29498,0,4,1642,129,163,1,0,0,1,0,0,1,0,1,0,1,0,0
32,80459,1,0,4790,148,187,1,0,1,0,0,1,0,0,1,0,0,1,0
62,112368,1,4,3159,211,226,1,0,0,1,0,0,1,0,1,0,0,0,0
47,74059,2,5,1126,173,277,0,0,0,0,0,0,1,0,0,1,1,0,0
65,33354,2,0,3461,159,244,1,1,0,1,0,0,1,0,0,1,0,0,1
49,95333,0,7,2732,184,192,1,1,0,1,0,0,1,0,0,1,0,0,0
57,117981,2,4,3020,65,201,1,0,0,0,1,0,0,1,0,1,0,1,0
44,72195,3,5,4520,54,253,1,0,0,1,0,0,1,0,0,0,1,0,0
44,70538,3,1,4488,282,22,1,1,0,0,1,0,0,1,1,0,0,0,1
36,46776,2,8,3607,186,50,1,1,0,1,0,0,0,1,0,0,1,0,0
27,23445,0,7,2684,6,65,1,0,1,0,1,0,0,0,0,0,0,0,0
61,91024,2,7,3177,227,286,0,1,1,1,0,0,0,0,0,0,0,0,1
63,36122,3,5,4905,75,173,1,1,0,1,0,0,1,0,0,1,1,0,0
23,90379,0,9,2748,223,0,0,1,0,0,1,0,1,0,0,1,0,1,0
41,79791,2,3,782,171,10,1,0,0,0,1,1,0,0,1,0,0,1,0
26,109223,3,1,4074,236,282,0,0,1,0,0,1,0,0,0,0,0,1,0
44,53819,0,8,517,91,257,1,0,0,0,0,0,1,0,1,0,0,1,0
24,114314,3,0,4002,38,186,0,1,0,0,1,0,1,0,0,0,0,1,0
23,111974,1,7,4804,69,203,1,0,0,1,0,0,0,1,1,0,0,1,0
50,26015,3,7,1286,0,39,0,0,1,0,0,0,0,0,0,1,0,0,1
38,27515,1,5,3007,4,3,0,1,0,0,0,0,0,1,0,0,0,1,0
63,52185,0,5,2007,84,178,0,0,1,0,0,0,0,0,0,0,0,0,1
55,49853,0,1,1804,251,89,0,0,0,0,0,0,1,0,1,0,1,0,0
61,33698,1,5,2694,220,56,1,0,0,0,0,0,1,0,1,0,0,0,0
34,55770,1,4,3139,30,204,1,1,1,0,1,0,0,0,1,0,1,0,0
48,110180,2,6,4889,146,281,0,0,1,0,0,1,0,0,0,0,0,1,0
54,68104,0,6,4554,229,88,0,0,0,0,1,0,1,0,0,0,0,0,0
28,111746,1,5,4743,276,206,0,1,0,0,1,0,0,1,1,0,1,0,0
45,79011,1,2,4246,95,136,1,1,1,1,0,1,0,0,0,0,1,0,0
22,82972,0,6,2090,125,99,1,1,0,0,0,1,0,0,0,1,0,0,1
29,117304,2,4,2931,134,186,1,1,1,0,0,1,0,0,0,1,0,1,0
20,50152,0,4,4453,230,258,0,0,0,1,0,0,0,1,0,0,0,0,0
58,27470,2,1,4951,206,143,0,1,0,0,0,0,1,0,0,1,0,0,0
55,42696,0,8,4909,155,95,1,0,0,0,0,0,0,1,1,0,0,1,0
19,22547,0,7,4263,172,197,1,0,1,0,1,0,0,0,0,0,0,1,0
43,107904,3,0,987,35,25,1,0,0,0,1,0,0,0,0,0,0,0,0
19,113188,0,0,1358,113,199,1,1,0,1,0,0,1,0,0,0,1,0,0
29,33435,2,3,1271,85,230,1,1,0,0,1,0,0,1,0,0,0,1,0
57,63845,1,9,3175,261,62,0,0,0,0,0,0,0,1,0,1,0,0,1
19,38759,2,7,998,290,165,0,0,0,0,0,1,0,0,0,0,0,0,0
58,68235,1,0,3143,57,132,1,1,0,1,0,0,1,0,1,0,0,0,0
33,30722,1,1,712,182,242,0,0,0,0,0,0,1,0,1,0,0,0,0
47,48055,2,1,4954,137,271,0,0,1,1,0,0,0,0,1,0,1,0,0
64,23810,2,4,4747,169,140,1,1,0,0,0,0,1,0,0,1,0,0,0
63,86842,3,9,1157,268,212,0,0,0,1,0,0,0,0,1,0,0,0,1
69,114375,2,4,4834,139,104,0,1,0,0,0,0,1,0,0,1,0,1,0
53,69151,2,8,3678,273,131,0,1,0,0,0,1,0,0,1,0,0,0,1
21,32127,3,6,808,96,49,0,1,0,0,0,1,0,0,0,1,1,0,0
28,63662,0,8,2476,250,128,1,1,0,0,0,1,0,0,0,1,0,1,0
41,41421,0,5,1203,129,70,0,0,0,0,0,0,0,1,1,0,0,1,0
35,46183,3,8,4257,69,125,0,1,0,1,0,0,0,1,0,0,0,0,0
44,75966,3,8,1646,131,244,1,0,1,1,0,0,0,0,1,0,0,0,1
54,30695,2,6,1395,37,58,1,1,1,0,1,0,0,0,0,1,0,0,1
19,38342,3,6,2826,221,292,1,0,0,1,0,0,0,1,0,1,0,1,0
32,58109,1,3,2834,34,35,0,1,0,0,0,0,1,0,1,0,0,0,1
28,22391,3,4,2990,192,253,0,1,1,1,0,1,0,0,0,1,0,1,0
44,50373,3,5,1230,122,35,1,0,0,0,0,0,0,1,1,0,0,0,0
66,64033,0,2,1614,266,113,1,0,0,0,0,0,0,1,1,0,0,0,0
65,71182,3,4,2795,257,19,0,0,0,0,1,0,0,0,0,1,0,0,0
64,103999,2,6,677,270,171,1,1,0,1,0,0,0,0,1,0,0,0,1
40,37657,2,1,905,240,274,1,1,1,1,0,1,0,0,1,0,1,0,0
52,50662,0,6,4018,286,157,1,1,0,0,0,0,1,0,0,1,1,0,0
69,84608,2,6,1596,113,128,0,1,1,1,0,0,0,0,0,0,1,0,0
47,34844,2,3,3282,156,167,1,1,1,1,0,0,0,0,1,0,0,0,1
64,61052,2,3,2819,199,255,0,1,0,1,0,0,1,0,0,0,0,0,1
41,96973,2,7,501,260,80,0,1,0,0,0,0,0,1,1,0,0,1,0
36,49983,3,0,1558,88,289,0,1,1,1,0,1,0,0,0,0,1,0,0
46,70287,0,5,3111,127,89,0,1,0,0,0,0,0,1,0,1,0,1,0
30,72444,1,4,2406,40,121,0,0,0,0,0,0,1,0,0,1,0,1,0
65,35990,2,1,2609,156,23,0,0,0,1,0,0,1,0,0,0,0,1,0
40,115477,1,1,1705,39,107,1,0,1,0,1,1,0,0,1,0,0,0,0
29,51269,1,5,3295,152,93,1,0,0,0,0,1,0,0,1,0,0,1,0
66,78151,1,7,688,67,182,1,0,1,1,0,0,0,0,0,0,1,0,0
65,32349,3,5,4795,224,95,1,0,0,0,1,0,1,0,0,0,0,0,1
58,119463,2,0,3940,186,15,0,0,0,0,0,0,0,0,0,0,0,1,0
46,114909,2,2,2663,248,106,0,0,0,0,1,0,1,0,0,0,0,0,0
23,103125,1,0,859,143,81,0,1,0,1,0,0,0,1,0,0,0,0,1
68,106517,0,3,2188,243,210,0,0,0,0,1,1,0,0,1,0,1,0,0
40,33256,3,3,841,20,135,1,0,0,0,1,0,0,1,1,0,0,0,1
48,103982,1,9,2244,255,281,1,1,0,0,0,0,0,1,0,1,0,0,0
62,21816,3,3,1518,242,181,1,1,0,0,0,0,1,0,1,0,0,0,0
38,55007,2,4,1751,269,136,1,0,0,1,0,1,0,0,1,0,0,1,0
41,56235,1,2,4482,32,24,1,0,0,0,0,0,1,0,1,0,0,0,1
25,102498,3,9,3752,207,229,1,0,0,0,1,0,0,1,0,0,0,1,0
61,20202,0,6,645,97,37,0,1,0,0,1,0,0,1,1,0,0,0,1
26,21111,3,0,3881,77,230,1,1,0,1,0,0,1,0,1,0,0,0,1
39,51764,2,9,3198,291,141,1,0,0,0,0,0,0,0,0,0,0,1,0
21,41919,2,8,3245,43,138,1,1,1,0,0,0,0,0,0,1,1,0,0
30,75173,2,1,3864,125,201,0,0,0,1,0,0,1,0,1,0,1,0,0
51,83699,0,7,3435,294,26,0,1,0,0,0,0,1,0,0,0,1,0,0
20,82735,3,0,1688,25,113,0,1,0,0,1,0,1,0,1,0,0,1,0
54,66386,1,3,4876,79,221,0,0,1,1,0,1,0,0,1,0,0,0,0
45,119675,0,9,1622,27,264,1,1,1,0,0,0,0,0,0,0,0,0,0
43,31605,2,6,4007,172,296,1,0,0,0,1,0,0,1,0,0,0,0,1
67,51993,2,0,4034,3,214,1,1,1,1,0,1,0,0,1,0,1,0,0
63,56640,0,9,1814,92,9,0,1,0,0,1,1,0,0,1,0,0,0,0
51,59558,3,1,3263,277,139,1,0,0,0,1,0,0,0,1,0,1,0,0
32,111403,0,7,1324,121,101,0,1,0,0,0,1,0,0,1,0,0,0,0
25,57138,1,2,2673,218,154,1,1,0,0,1,0,0,0,0,1,0,0,1
65,60948,0,5,1966,71,172,0,1,1,0,0,1,0,0,0,0,1,0,0
52,106772,1,7,2269,13,83,0,1,1,0,1,0,0,0,1,0,1,0,0
41,40853,2,3,4239,210,131,1,0,0,0,0,1,0,0,1,0,1,0,0
69,104031,1,8,1919,143,23,1,0,0,0,0,0,1,0,0,0,0,1,0
69,95761,2,9,2666,62,248,0,0,1,1,0,0,0,0,0,1,1,0,0
54,31800,2,8,540,52,33,0,0,0,0,0,0,0,1,0,0,0,0,1
21,108774,3,7,864,199,119,0,0,0,0,1,0,1,0,0,0,0,0,1
29,79027,1,8,4676,34,202,0,1,1,1,0,1,0,0,0,0,0,0,0
36,47572,1,9,3147,223,31,0,1,0,1,0,0,1,0,0,1,1,0,0
32,95230,2,8,4675,155,160,1,0,1,0,1,1,0,0,0,1,0,0,1
47,53001,1,4,899,221,156,1,1,0,0,1,0,1,0,0,1,0,0,0
62,41029,0,9,2697,185,145,1,0,0,1,0,0,0,0,0,1,0,0,0
54,71299,3,9,3019,256,193,0,0,0,1,0,1,0,0,0,1,0,0,0
29,34949,0,0,3038,152,249,0,1,1,0,0,0,0,0,0,1,0,0,0
36,45955,3,2,2168,86,196,0,0,0,1,0,0,0,1,0,1,1,0,0
51,93108,2,9,4560,140,226,1,0,1,0,1,0,0,0,0,0,1,0,0
24,78431,3,6,1810,220,149,0,1,0,1,0,1,0,0,0,0,0,1,0
45,84083,2,9,812,22,232,0,1,1,0,1,0,0,0,0,1,1,0,0
45,104840,2,1,607,254,278,1,0,1,0,1,0,0,0,1,0,0,1,0
46,55374,1,9,3713,52,154,1,0,1,0,0,0,0,0,0,0,0,0,1
54,46544,3,4,766,280,220,0,0,0,0,0,0,0,0,1,0,0,0,0
37,58756,2,6,1640,24,294,0,0,1,0,0,1,0,0,0,0,0,0,1
28,113028,2,1,4643,78,96,1,1,0,0,1,0,0,1,0,1,0,0,0
67,60541,2,4,4141,220,284,1,0,0,0,1,0,1,0,0,0,0,0,0
67,98033,3,2,782,289,54,1,1,0,0,1,1,0,0,1,0,0,0,1
56,89246,1,6,997,213,147,1,0,0,0,0,0,0,1,0,1,0,1,0
59,50209,3,6,865,116,185,1,1,0,1,0,0,1,0,1,0,1,0,0
40,66571,0,0,620,195,28,0,0,0,1,0,1,0,0,0,1,0,0,0
69,41449,2,5,2577,15,168,1,0,1,0,0,0,0,0,0,1,1,0,0
63,33872,2,6,4531,226,57,0,1,0,0,0,0,0,1,1,0,0,0,1
37,112603,3,5,2463,134,143,1,1,1,0,1,0,0,0,0,1,0,0,0
37,72245,3,2,4868,88,38,0,1,0,0,1,0,0,0,0,0,0,0,1
28,74550,3,7,1979,17,77,1,0,0,0,1,0,1,0,0,1,0,0,0
19,93781,2,6,963,270,19,0,1,0,1,0,1,0,0,1,0,0,0,0
30,85203,3,0,1058,103,8,0,1,0,1,0,0,1,0,1,0,0,0,0
30,118345,2,3,3498,93,98,0,0,1,0,0,0,0,0,0,1,1,0,0
58,69348,3,6,1387,118,173,1,1,1,0,0,0,0,0,0,1,1,0,0
66,91278,1,9,4686,47,165,1,0,0,0,1,0,1,0,0,1,0,0,1
32,58864,3,4,2741,87,17,0,0,0,1,0,0,1,0,0,0,1,0,0
48,73089,3,9,579,197,77,1,1,0,1,0,0,1,0,1,0,1,0,0
40,102923,3,1,4102,37,254,0,1,0,0,0,0,0,1,1,0,1,0,0
39,45863,3,9,1495,207,182,1,1,0,1,0,0,0,0,0,0,0,0,1
33,24646,1,8,1886,222,160,1,1,0,0,1,0,0,0,1,0,0,0,1
59,51358,2,8,4341,45,182,1,1,0,1,0,0,1,0,1,0,0,1,0
46,33590,0,0,1988,209,49,1,1,0,0,1,1,0,0,0,1,0,1,0
37,55881,3,0,4804,162,95,1,1,0,0,1,1,0,0,1,0,0,0,1
45,20876,0,6,3201,236,14,0,0,0,0,1,0,1,0,1,0,0,0,0
44,105041,2,5,3401,238,44,1,1,0,0,1,0,0,1,1,0,0,0,0
61,20601,0,5,1190,82,2,0,1,0,1,0,1,0,0,0,0,0,1,0
46,106972,1,5,3910,190,30,1,1,0,1,0,0,1,0,0,1,0,1,0
22,77509,3,6,2437,286,266,1,0,0,0,1,0,0,1,0,0,1,0,0
69,76951,1,7,808,267,18,1,0,0,0,0,1,0,0,1,0,0,1,0
66,115176,3,4,4534,81,15,0,0,0,0,0,0,0,1,0,1,0,0,1
59,83013,1,1,2123,177,285,1,1,0,0,1,0,1,0,0,1,0,0,0
55,96549,3,8,4897,168,51,1,1,0,0,1,0,0,0,0,0,0,0,0
69,111593,1,0,1422,129,10,1,0,0,0,0,1,0,0,0,0,1,0,0
55,105974,2,6,2683,145,249,0,0,1,1,0,1,0,0,1,0,1,0,0
61,58796,3,1,1642,211,39,1,1,0,1,0,0,0,0,0,1,1,0,0
68,48296,3,7,3786,265,10,1,1,0,0,0,0,1,0,0,0,0,0,1
19,54213,3,6,4523,202,86,1,0,0,0,1,0,0,0,0,0,0,1,0
62,44351,1,4,1434,289,125,0,0,0,0,1,1,0,0,0,1,0,0,1
37,108975,1,3,2717,45,58,0,0,1,1,0,0,0,0,1,0,0,0,0
60,21667,1,2,4615,115,294,1,0,0,1,0,0,0,1,0,1,0,0,0
64,66262,0,9,1132,30,21,1,1,0,0,1,1,0,0,0,0,0,0,0
30,92498,2,6,4784,23,288,1,0,1,1,0,0,0,0,0,0,0,0,0
43,71483,2,1,4315,75,206,1,1,1,0,0,0,0,0,0,0,0,1,0
52,31004,1,7,2278,38,135,1,0,1,0,0,0,0,0,0,0,0,1,0
63,63397,3,2,633,119,127,0,1,0,1,0,0,0,1,1,0,1,0,0
25,62755,2,3,2043,131,7,1,1,0,0,1,0,1,0,1,0,0,1,0
45,91935,0,4,2992,263,218,1,1,0,0,0,0,0,1,0,0,0,0,1
58,43156,1,5,980,282,8,1,0,0,1,0,1,0,0,0,1,0,0,1
32,110990,3,0,3032,186,182,0,0,0,1,0,0,1,0,0,0,1,0,0
67,83772,1,3,3159,269,67,0,0,0,0,1,1,0,0,0,0,0,0,0
25,64860,2,1,1192,246,180,1,1,0,1,0,0,0,0,0,0,0,0,1
28,72539,3,9,884,46,21,1,1,0,0,0,0,0,1,0,0,0,1,0
46,96757,0,1,2292,137,210,1,1,1,1,0,1,0,0,0,0,0,0,0
22,70621,2,5,1901,139,25,0,1,0,0,1,0,0,1,0,0,0,1,0
64,47953,1,2,4842,205,76,0,0,0,1,0,0,0,0,0,0,0,1,0
64,68575,2,9,1309,44,105,1,1,1,0,0,1,0,0,1,0,0,0,0
24,67917,1,4,674,231,290,0,0,0,0,0,0,1,0,1,0,1,0,0
35,107214,2,6,1318,280,235,0,1,0,1,0,0,1,0,0,0,1,0,0
45,66082,1,4,1391,91,277,0,0,1,0,1,0,0,0,0,1,1,0,0
29,43024,0,4,1090,80,112,1,1,1,0,0,1,0,0,0,1,0,1,0
29,116136,3,9,4995,212,220,1,1,0,0,1,0,1,0,0,0,0,0,0
53,45049,1,4,2585,60,112,0,1,0,0,1,0,1,0,1,0,1,0,0
46,77995,1,5,3592,250,30,0,0,0,0,0,1,0,0,0,0,0,0,0
28,39711,3,7,3519,19,298,0,1,1,1,0,1,0,0,1,0,0,0,1
23,82090,0,5,1937,148,196,1,0,0,0,1,0,0,1,1,0,1,0,0
38,117125,0,6,1085,17,22,0,1,0,1,0,0,0,1,0,1,0,0,0
27,89657,2,6,3272,117,42,1,0,0,0,1,1,0,0,0,1,0,0,0
49,87256,3,9,3805,120,132,1,0,0,0,0,0,0,1,0,1,0,1,0
64,52110,0,7,3138,181,229,0,0,0,0,1,0,0,1,0,1,0,0,0
50,115314,0,3,2845,148,75,0,0,0,1,0,1,0,0,0,1,0,1,0
34,20591,0,8,1712,293,125,1,1,0,1,0,0,0,1,0,1,0,0,0
20,31775,3,3,4164,65,168,0,0,0,0,1,0,0,1,0,0,0,1,0
60,74975,2,3,529,119,43,1,1,0,0,1,0,0,1,1,0,0,0,1
35,105668,0,7,4108,85,254,1,1,1,0,1,0,0,0,1,0,0,0,1
27,58644,1,4,4387,143,5,1,0,0,0,0,0,1,0,0,0,0,0,0
58,91816,2,5,2400,178,250,1,0,0,1,0,0,1,0,0,1,0,0,0
56,45758,3,3,1067,68,248,0,1,0,0,1,0,0,1,0,0,0,0,0
60,70940,3,3,2030,60,273,1,1,1,1,0,1,0,0,1,0,1,0,0
25,41244,0,9,797,169,54,1,1,0,1,0,1,0,0,0,1,0,0,1
51,84449,1,0,2225,211,153,0,0,0,1,0,1,0,0,0,0,0,0,0
54,85359,2,3,4909,119,105,0,1,0,1,0,1,0,0,0,1,0,1,0
58,67573,0,1,3070,78,105,0,1,1,0,1,1,0,0,1,0,0,0,1
50,52087,2,4,2311,76,69,0,1,0,1,0,0,1,0,0,1,0,0,1
66,20681,2,0,4667,231,282,1,1,1,1,0,1,0,0,0,1,0,1,0
27,54383,2,6,1447,82,7,0,1,0,0,0,1,0,0,0,1,0,0,0
57,36787,2,8,2802,180,113,0,1,0,0,1,0,1,0,0,0,1,0,0
35,28268,2,2,4946,148,290,0,0,1,1,0,1,0,0,0,1,1,0,0
42,49997,2,0,4622,186,212,1,1,0,1,0,0,1,0,1,0,0,1,0
59,38110,2,1,4203,296,223,1,0,0,0,1,1,0,0,0,1,0,0,1
58,88368,0,7,4223,168,187,0,0,0,0,1,0,0,1,1,0,0,0,1
53,32148,3,0,1298,49,39,0,1,0,1,0,0,0,0,1,0,1,0,0
